GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 33.36  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -8.019612E-7 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -7.934299E-7 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.254494E-7 7.254494E-14 7.254494E+0 1.000000E-2 1.000000E+1
2.000000E-7 2.196244E-6 4.392487E-13 1.098122E+1 1.000000E-2 1.000000E+1
3.000000E-7 3.691598E-6 1.107480E-12 1.230533E+1 1.000000E-2 1.000000E+1
4.000000E-7 5.194451E-6 2.077780E-12 1.298613E+1 1.000000E-2 1.000000E+1
5.000000E-7 6.691357E-6 3.345678E-12 1.338271E+1 1.000000E-2 1.000000E+1
6.000000E-7 8.171200E-6 4.902720E-12 1.361867E+1 1.000000E-2 1.000000E+1
7.000000E-7 9.673535E-6 6.771474E-12 1.381934E+1 1.000000E-2 1.000000E+1
8.000000E-7 1.117639E-5 8.941110E-12 1.397048E+1 1.000000E-2 1.000000E+1
9.000000E-7 1.265390E-5 1.138851E-11 1.405989E+1 1.000000E-2 1.000000E+1
1.000000E-6 1.415701E-5 1.415701E-11 1.415701E+1 1.000000E-2 1.000000E+1
1.100000E-6 1.566323E-5 1.722955E-11 1.423930E+1 1.000000E-2 1.000000E+1
1.200000E-6 1.714824E-5 2.057789E-11 1.429020E+1 1.000000E-2 1.000000E+1
1.300000E-6 1.866169E-5 2.426020E-11 1.435515E+1 1.000000E-2 1.000000E+1
1.400000E-6 2.013843E-5 2.819381E-11 1.438460E+1 1.000000E-2 1.000000E+1
1.500000E-6 2.164335E-5 3.246503E-11 1.442890E+1 1.000000E-2 1.000000E+1
1.600000E-6 2.313225E-5 3.701159E-11 1.445765E+1 1.000000E-2 1.000000E+1
1.700000E-6 2.465630E-5 4.191570E-11 1.450370E+1 1.000000E-2 1.000000E+1
1.800000E-6 2.611959E-5 4.701527E-11 1.451089E+1 1.000000E-2 1.000000E+1
1.900000E-6 2.763279E-5 5.250230E-11 1.454357E+1 1.000000E-2 1.000000E+1
