GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 33.13  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.212547E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.219011E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.377245E-6 7.377245E-13 7.377245E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.600628E-6 1.920126E-12 4.800314E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.188503E-5 3.565508E-12 3.961675E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.408902E-5 5.635608E-12 3.522255E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.631344E-5 8.156719E-12 3.262687E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.852286E-5 1.111372E-11 3.087143E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.079666E-5 1.455766E-11 2.970951E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.297506E-5 1.838005E-11 2.871882E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.522740E-5 2.270466E-11 2.803044E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.738925E-5 2.738925E-11 2.738925E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.963771E-5 3.260148E-11 2.694337E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.187841E-5 3.825410E-11 2.656535E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.410516E-5 4.433671E-11 2.623474E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.629467E-5 5.081254E-11 2.592477E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.857132E-5 5.785697E-11 2.571421E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.074015E-5 6.518424E-11 2.546259E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.292863E-5 7.297867E-11 2.525214E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.523397E-5 8.142114E-11 2.512998E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.741987E-5 9.009774E-11 2.495782E+1 1.000000E-2 1.000000E+1
