GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 33.51  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.184081E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.166245E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.412370E-6 7.412370E-13 7.412370E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.629539E-6 1.925908E-12 4.814769E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.192375E-5 3.577125E-12 3.974583E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.417298E-5 5.669191E-12 3.543244E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.636662E-5 8.183310E-12 3.273324E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.863110E-5 1.117866E-11 3.105183E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.086611E-5 1.460627E-11 2.980872E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.311120E-5 1.848896E-11 2.888900E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.540231E-5 2.286208E-11 2.822478E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.759517E-5 2.759517E-11 2.759517E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.988034E-5 3.286837E-11 2.716394E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.211534E-5 3.853841E-11 2.676279E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.433406E-5 4.463428E-11 2.641082E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.657605E-5 5.120647E-11 2.612575E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.878676E-5 5.818013E-11 2.585784E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.104813E-5 6.567701E-11 2.565508E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.332993E-5 7.366089E-11 2.548820E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.553573E-5 8.196431E-11 2.529763E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.779711E-5 9.081450E-11 2.515637E+1 1.000000E-2 1.000000E+1
