GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 33.75  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -1.000509E-6 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -9.937879E-7 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 5.307680E-7 5.307680E-14 5.307680E+0 1.000000E-2 1.000000E+1
2.000000E-7 2.038522E-6 4.077045E-13 1.019261E+1 1.000000E-2 1.000000E+1
3.000000E-7 3.553774E-6 1.066132E-12 1.184591E+1 1.000000E-2 1.000000E+1
4.000000E-7 5.069026E-6 2.027610E-12 1.267257E+1 1.000000E-2 1.000000E+1
5.000000E-7 6.578849E-6 3.289424E-12 1.315770E+1 1.000000E-2 1.000000E+1
6.000000E-7 8.068506E-6 4.841104E-12 1.344751E+1 1.000000E-2 1.000000E+1
7.000000E-7 9.610904E-6 6.727633E-12 1.372986E+1 1.000000E-2 1.000000E+1
8.000000E-7 1.111556E-5 8.892445E-12 1.389444E+1 1.000000E-2 1.000000E+1
9.000000E-7 1.260573E-5 1.134516E-11 1.400637E+1 1.000000E-2 1.000000E+1
1.000000E-6 1.414813E-5 1.414813E-11 1.414813E+1 1.000000E-2 1.000000E+1
1.100000E-6 1.564037E-5 1.720441E-11 1.421852E+1 1.000000E-2 1.000000E+1
1.200000E-6 1.714347E-5 2.057217E-11 1.428623E+1 1.000000E-2 1.000000E+1
1.300000E-6 1.865459E-5 2.425096E-11 1.434968E+1 1.000000E-2 1.000000E+1
1.400000E-6 2.016079E-5 2.822511E-11 1.440056E+1 1.000000E-2 1.000000E+1
1.500000E-6 2.167863E-5 3.251794E-11 1.445242E+1 1.000000E-2 1.000000E+1
1.600000E-6 2.320060E-5 3.712096E-11 1.450038E+1 1.000000E-2 1.000000E+1
1.700000E-6 2.470680E-5 4.200157E-11 1.453341E+1 1.000000E-2 1.000000E+1
1.800000E-6 2.622671E-5 4.720808E-11 1.457039E+1 1.000000E-2 1.000000E+1
1.900000E-6 2.774222E-5 5.271022E-11 1.460117E+1 1.000000E-2 1.000000E+1
