GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.08  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.058421E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.082210E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.293169E-6 7.293169E-13 7.293169E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.493012E-6 1.898602E-12 4.746506E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.177739E-5 3.533218E-12 3.925798E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.404213E-5 5.616851E-12 3.510532E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.627351E-5 8.136755E-12 3.254702E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.854445E-5 1.112667E-11 3.090741E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.076575E-5 1.453602E-11 2.966536E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.295809E-5 1.836647E-11 2.869762E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.524480E-5 2.272032E-11 2.804978E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.752298E-5 2.752298E-11 2.752298E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.977660E-5 3.275426E-11 2.706963E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.205270E-5 3.846325E-11 2.671059E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.423574E-5 4.450646E-11 2.633519E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.647488E-5 5.106483E-11 2.605349E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.869851E-5 5.804776E-11 2.579901E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.099142E-5 6.558627E-11 2.561964E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.325021E-5 7.352535E-11 2.544130E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.545625E-5 8.182126E-11 2.525347E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.769720E-5 9.062469E-11 2.510379E+1 1.000000E-2 1.000000E+1
