GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.43  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 4.732149E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 4.726724E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.025581E-6 7.025581E-13 7.025581E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.218698E-6 1.843740E-12 4.609349E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.148782E-5 3.446347E-12 3.829275E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.375126E-5 5.500505E-12 3.437816E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.598600E-5 7.993002E-12 3.197201E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.825073E-5 1.095044E-11 3.041789E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.050409E-5 1.435286E-11 2.929156E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.270471E-5 1.816376E-11 2.838088E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.496659E-5 2.246993E-11 2.774066E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.726209E-5 2.726209E-11 2.726209E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.947072E-5 3.241779E-11 2.679156E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.172407E-5 3.806889E-11 2.643673E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.398725E-5 4.418343E-11 2.614404E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.625922E-5 5.076291E-11 2.589944E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.850637E-5 5.775956E-11 2.567091E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.071474E-5 6.514359E-11 2.544671E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.294845E-5 7.301237E-11 2.526379E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.521835E-5 8.139303E-11 2.512131E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.747507E-5 9.020263E-11 2.498688E+1 1.000000E-2 1.000000E+1
