GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.47  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -1.161056E-6 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -1.168554E-6 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 3.528981E-7 3.528981E-14 3.528981E+0 1.000000E-2 1.000000E+1
2.000000E-7 1.860652E-6 3.721304E-13 9.303260E+0 1.000000E-2 1.000000E+1
3.000000E-7 3.388571E-6 1.016571E-12 1.129524E+1 1.000000E-2 1.000000E+1
4.000000E-7 4.891671E-6 1.956669E-12 1.222918E+1 1.000000E-2 1.000000E+1
5.000000E-7 6.396323E-6 3.198161E-12 1.279265E+1 1.000000E-2 1.000000E+1
6.000000E-7 7.901233E-6 4.740740E-12 1.316872E+1 1.000000E-2 1.000000E+1
7.000000E-7 9.426825E-6 6.598778E-12 1.346689E+1 1.000000E-2 1.000000E+1
8.000000E-7 1.091829E-5 8.734633E-12 1.364786E+1 1.000000E-2 1.000000E+1
9.000000E-7 1.244621E-5 1.120159E-11 1.382912E+1 1.000000E-2 1.000000E+1
1.000000E-6 1.394802E-5 1.394802E-11 1.394802E+1 1.000000E-2 1.000000E+1
1.100000E-6 1.545784E-5 1.700362E-11 1.405258E+1 1.000000E-2 1.000000E+1
1.200000E-6 1.696844E-5 2.036213E-11 1.414036E+1 1.000000E-2 1.000000E+1
1.300000E-6 1.848912E-5 2.403585E-11 1.422240E+1 1.000000E-2 1.000000E+1
1.400000E-6 2.000592E-5 2.800829E-11 1.428994E+1 1.000000E-2 1.000000E+1
1.500000E-6 2.151445E-5 3.227167E-11 1.434297E+1 1.000000E-2 1.000000E+1
1.600000E-6 2.301419E-5 3.682270E-11 1.438387E+1 1.000000E-2 1.000000E+1
1.700000E-6 2.453383E-5 4.170752E-11 1.443167E+1 1.000000E-2 1.000000E+1
1.800000E-6 2.605348E-5 4.689627E-11 1.447416E+1 1.000000E-2 1.000000E+1
1.900000E-6 2.753254E-5 5.231182E-11 1.449081E+1 1.000000E-2 1.000000E+1
