GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 35.32  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.118389E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.102103E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.454473E-6 7.454473E-13 7.454473E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.677836E-6 1.935567E-12 4.838918E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.197255E-5 3.591766E-12 3.990851E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.430036E-5 5.720145E-12 3.575091E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.653950E-5 8.269748E-12 3.307899E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.883757E-5 1.130254E-11 3.139596E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.110385E-5 1.477270E-11 3.014836E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.337323E-5 1.869859E-11 2.921654E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.570363E-5 2.313327E-11 2.855959E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.799705E-5 2.799705E-11 2.799705E+1 1.000000E-2 1.000000E+1
1.100000E-6 3.027833E-5 3.330616E-11 2.752575E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.256064E-5 3.907276E-11 2.713386E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.482847E-5 4.527700E-11 2.679113E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.713197E-5 5.198476E-11 2.652284E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.937395E-5 5.906092E-11 2.624930E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.170977E-5 6.673564E-11 2.606861E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.398691E-5 7.477775E-11 2.587465E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.625526E-5 8.325946E-11 2.569737E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.854067E-5 9.222727E-11 2.554772E+1 1.000000E-2 1.000000E+1
