GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 31.42  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -4.581155E-7 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -4.705253E-7 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 1.017097E-6 1.017097E-13 1.017097E+1 1.000000E-2 1.000000E+1
2.000000E-7 2.502911E-6 5.005821E-13 1.251455E+1 1.000000E-2 1.000000E+1
3.000000E-7 3.995446E-6 1.198634E-12 1.331815E+1 1.000000E-2 1.000000E+1
4.000000E-7 5.485654E-6 2.194262E-12 1.371414E+1 1.000000E-2 1.000000E+1
5.000000E-7 6.957248E-6 3.478624E-12 1.391450E+1 1.000000E-2 1.000000E+1
6.000000E-7 8.446939E-6 5.068163E-12 1.407823E+1 1.000000E-2 1.000000E+1
7.000000E-7 9.929650E-6 6.950755E-12 1.418521E+1 1.000000E-2 1.000000E+1
8.000000E-7 1.140874E-5 9.126993E-12 1.426093E+1 1.000000E-2 1.000000E+1
9.000000E-7 1.290153E-5 1.161138E-11 1.433504E+1 1.000000E-2 1.000000E+1
1.000000E-6 1.438321E-5 1.438321E-11 1.438321E+1 1.000000E-2 1.000000E+1
1.100000E-6 1.586230E-5 1.744853E-11 1.442028E+1 1.000000E-2 1.000000E+1
1.200000E-6 1.735251E-5 2.082301E-11 1.446043E+1 1.000000E-2 1.000000E+1
1.300000E-6 1.884634E-5 2.450024E-11 1.449718E+1 1.000000E-2 1.000000E+1
1.400000E-6 2.031069E-5 2.843497E-11 1.450764E+1 1.000000E-2 1.000000E+1
1.500000E-6 2.181279E-5 3.271919E-11 1.454186E+1 1.000000E-2 1.000000E+1
1.600000E-6 2.330249E-5 3.728398E-11 1.456405E+1 1.000000E-2 1.000000E+1
1.700000E-6 2.476994E-5 4.210890E-11 1.457055E+1 1.000000E-2 1.000000E+1
1.800000E-6 2.628264E-5 4.730876E-11 1.460147E+1 1.000000E-2 1.000000E+1
1.900000E-6 2.772632E-5 5.268000E-11 1.459280E+1 1.000000E-2 1.000000E+1
