GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.14  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -1.923473E-6 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -1.916494E-6 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 2.084044E-6 2.084044E-13 2.084044E+1 1.000000E-2 1.000000E+1
2.000000E-7 6.105531E-6 1.221106E-12 3.052765E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.013322E-5 3.039967E-12 3.377741E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.411981E-5 5.647923E-12 3.529952E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.816766E-5 9.083832E-12 3.633533E+1 1.000000E-2 1.000000E+1
6.000000E-7 2.216123E-5 1.329674E-11 3.693538E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.619151E-5 1.833405E-11 3.741644E+1 1.000000E-2 1.000000E+1
8.000000E-7 3.018249E-5 2.414599E-11 3.772811E+1 1.000000E-2 1.000000E+1
9.000000E-7 3.420216E-5 3.078195E-11 3.800240E+1 1.000000E-2 1.000000E+1
1.000000E-6 3.820917E-5 3.820917E-11 3.820917E+1 1.000000E-2 1.000000E+1
1.100000E-6 4.225651E-5 4.648216E-11 3.841501E+1 1.000000E-2 1.000000E+1
1.200000E-6 4.622577E-5 5.547093E-11 3.852148E+1 1.000000E-2 1.000000E+1
1.300000E-6 5.025114E-5 6.532648E-11 3.865472E+1 1.000000E-2 1.000000E+1
1.400000E-6 5.425272E-5 7.595380E-11 3.875194E+1 1.000000E-2 1.000000E+1
1.500000E-6 5.828248E-5 8.742371E-11 3.885498E+1 1.000000E-2 1.000000E+1
1.600000E-6 6.228457E-5 9.965532E-11 3.892786E+1 1.000000E-2 1.000000E+1
1.700000E-6 6.629753E-5 1.127058E-10 3.899855E+1 1.000000E-2 1.000000E+1
1.800000E-6 7.030040E-5 1.265407E-10 3.905578E+1 1.000000E-2 1.000000E+1
1.900000E-6 7.433559E-5 1.412376E-10 3.912399E+1 1.000000E-2 1.000000E+1
