GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 33.93  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.257287E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.276422E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.502656E-6 7.502656E-13 7.502656E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.710792E-6 1.942158E-12 4.855396E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.195073E-5 3.585219E-12 3.983576E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.416507E-5 5.666028E-12 3.541268E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.637553E-5 8.187767E-12 3.275107E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.860771E-5 1.116463E-11 3.101286E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.085773E-5 1.460041E-11 2.979676E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.302166E-5 1.841733E-11 2.877707E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.526366E-5 2.273730E-11 2.807074E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.751601E-5 2.751601E-11 2.751601E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.969545E-5 3.266499E-11 2.699586E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.193771E-5 3.832525E-11 2.661476E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.418178E-5 4.443632E-11 2.629368E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.638087E-5 5.093322E-11 2.598634E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.863735E-5 5.795603E-11 2.575824E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.081912E-5 6.531059E-11 2.551195E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.307586E-5 7.322896E-11 2.533874E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.524780E-5 8.144605E-11 2.513767E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.749188E-5 9.023456E-11 2.499572E+1 1.000000E-2 1.000000E+1
