GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.07  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -1.995087E-6 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -2.018098E-6 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 2.031304E-6 2.031304E-13 2.031304E+1 1.000000E-2 1.000000E+1
2.000000E-7 6.001086E-6 1.200217E-12 3.000543E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.004584E-5 3.013753E-12 3.348614E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.403553E-5 5.614212E-12 3.508883E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.804926E-5 9.024632E-12 3.609853E+1 1.000000E-2 1.000000E+1
6.000000E-7 2.205627E-5 1.323376E-11 3.676046E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.609017E-5 1.826312E-11 3.727167E+1 1.000000E-2 1.000000E+1
8.000000E-7 3.006848E-5 2.405479E-11 3.758561E+1 1.000000E-2 1.000000E+1
9.000000E-7 3.409152E-5 3.068237E-11 3.787947E+1 1.000000E-2 1.000000E+1
1.000000E-6 3.807889E-5 3.807889E-11 3.807889E+1 1.000000E-2 1.000000E+1
1.100000E-6 4.214717E-5 4.636189E-11 3.831561E+1 1.000000E-2 1.000000E+1
1.200000E-6 4.611152E-5 5.533382E-11 3.842627E+1 1.000000E-2 1.000000E+1
1.300000E-6 5.013870E-5 6.518031E-11 3.856823E+1 1.000000E-2 1.000000E+1
1.400000E-6 5.413278E-5 7.578589E-11 3.866627E+1 1.000000E-2 1.000000E+1
1.500000E-6 5.818219E-5 8.727328E-11 3.878813E+1 1.000000E-2 1.000000E+1
1.600000E-6 6.216050E-5 9.945680E-11 3.885031E+1 1.000000E-2 1.000000E+1
1.700000E-6 6.619828E-5 1.125371E-10 3.894016E+1 1.000000E-2 1.000000E+1
1.800000E-6 7.017969E-5 1.263234E-10 3.898872E+1 1.000000E-2 1.000000E+1
1.900000E-6 7.421152E-5 1.410019E-10 3.905870E+1 1.000000E-2 1.000000E+1
