GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.14  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 -1.639087E-6 -0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 -1.662097E-6 -0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 2.359897E-6 2.359897E-13 2.359897E+1 1.000000E-2 1.000000E+1
2.000000E-7 6.366644E-6 1.273329E-12 3.183322E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.038037E-5 3.114111E-12 3.460124E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.438712E-5 5.754847E-12 3.596779E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.840498E-5 9.202491E-12 3.680996E+1 1.000000E-2 1.000000E+1
6.000000E-7 2.241767E-5 1.345060E-11 3.736279E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.646760E-5 1.852732E-11 3.781085E+1 1.000000E-2 1.000000E+1
8.000000E-7 3.045650E-5 2.436520E-11 3.807063E+1 1.000000E-2 1.000000E+1
9.000000E-7 3.447178E-5 3.102460E-11 3.830198E+1 1.000000E-2 1.000000E+1
1.000000E-6 3.846379E-5 3.846379E-11 3.846379E+1 1.000000E-2 1.000000E+1
1.100000E-6 4.252509E-5 4.677760E-11 3.865917E+1 1.000000E-2 1.000000E+1
1.200000E-6 4.650495E-5 5.580594E-11 3.875412E+1 1.000000E-2 1.000000E+1
1.300000E-6 5.053677E-5 6.569781E-11 3.887444E+1 1.000000E-2 1.000000E+1
1.400000E-6 5.453525E-5 7.634935E-11 3.895375E+1 1.000000E-2 1.000000E+1
1.500000E-6 5.858207E-5 8.787310E-11 3.905471E+1 1.000000E-2 1.000000E+1
1.600000E-6 6.258829E-5 1.001413E-10 3.911768E+1 1.000000E-2 1.000000E+1
1.700000E-6 6.659840E-5 1.132173E-10 3.917553E+1 1.000000E-2 1.000000E+1
1.800000E-6 7.059170E-5 1.270651E-10 3.921761E+1 1.000000E-2 1.000000E+1
1.900000E-6 7.460543E-5 1.417503E-10 3.926602E+1 1.000000E-2 1.000000E+1
