GPIB1::10::INSTR
List Sweep
Sweep_type: LIST   
Abort_on_compliance: TRUE 

Autorange: yes   
Man/SelectedRange: 100mV   
EnableDigitalFilter: no  
FilterType: Moving   
FilterCount 10.00000   
FilterWindow(Percent): 1.00000E-2   
EnableAnalogFilter: no    
NPLCs: 2.000000

Internal_Temperature_K2128A_[°C]: 34.13  
TCAL_K2128A_[°C]: 30.38











Current Voltage Power Resistance SourceDelay VoltageLimit
A V W Ohm s V

0.000000E+0 5.454542E-6 0.000000E+0 0.000000E+0 5.000000E+0 1.000000E+1
0.000000E+0 5.447048E-6 0.000000E+0 0.000000E+0 1.000000E+0 1.000000E+1
1.000000E-7 7.679743E-6 7.679743E-13 7.679743E+1 1.000000E-2 1.000000E+1
2.000000E-7 9.884257E-6 1.976851E-12 4.942129E+1 1.000000E-2 1.000000E+1
3.000000E-7 1.211876E-5 3.635629E-12 4.039587E+1 1.000000E-2 1.000000E+1
4.000000E-7 1.437111E-5 5.748442E-12 3.592776E+1 1.000000E-2 1.000000E+1
5.000000E-7 1.660923E-5 8.304614E-12 3.321846E+1 1.000000E-2 1.000000E+1
6.000000E-7 1.886623E-5 1.131974E-11 3.144371E+1 1.000000E-2 1.000000E+1
7.000000E-7 2.105471E-5 1.473830E-11 3.007816E+1 1.000000E-2 1.000000E+1
8.000000E-7 2.327500E-5 1.862000E-11 2.909375E+1 1.000000E-2 1.000000E+1
9.000000E-7 2.553639E-5 2.298275E-11 2.837377E+1 1.000000E-2 1.000000E+1
1.000000E-6 2.776521E-5 2.776521E-11 2.776521E+1 1.000000E-2 1.000000E+1
1.100000E-6 2.999092E-5 3.299001E-11 2.726447E+1 1.000000E-2 1.000000E+1
1.200000E-6 3.225309E-5 3.870370E-11 2.687757E+1 1.000000E-2 1.000000E+1
1.300000E-6 3.445476E-5 4.479119E-11 2.650366E+1 1.000000E-2 1.000000E+1
1.400000E-6 3.666263E-5 5.132769E-11 2.618760E+1 1.000000E-2 1.000000E+1
1.500000E-6 3.892144E-5 5.838216E-11 2.594763E+1 1.000000E-2 1.000000E+1
1.600000E-6 4.114043E-5 6.582469E-11 2.571277E+1 1.000000E-2 1.000000E+1
1.700000E-6 4.340467E-5 7.378794E-11 2.553216E+1 1.000000E-2 1.000000E+1
1.800000E-6 4.562857E-5 8.213143E-11 2.534921E+1 1.000000E-2 1.000000E+1
1.900000E-6 4.783903E-5 9.089416E-11 2.517844E+1 1.000000E-2 1.000000E+1
